"log2fc","pvalue","fdr","labels"
-0.110186983266816,0.609226872874381,0.699037231859715,"A1BG"
-0.083587775490054,0.690170983832684,0.765022063419004,"ADA"
2.24824983178375,1.92633632270095e-07,5.68695395799148e-06,"CDH2"
-0.959614742082522,0.000155706338592039,0.000952395206349546,"AKT3"
-2.2805580514012,0.00164453563231536,0.00630304557606162,"TRF-GAA2-1"
-0.451582205092233,0.0259495104273243,0.0572832103153176,"ZBTB11-AS1"
-0.438613883067889,0.0311603948392924,0.0666032266039851,"MED6"
-0.328532967734585,0.470921256165555,0.576130743203862,"NR2E3"
-0.956829362528429,0.00230962224331992,0.00825996977242203,"NAALAD2"
0.0146624563196572,0.962563468726924,0.972769382512275,"PDZK1P1"
-0.137299992880432,0.522489356566157,0.622628998686219,"DDTL"
-0.466172284790991,0.442307780168564,0.548745271761367,"NAALADL1"
-0.826369411507607,0.00657839394181069,0.0190765527099028,"CDKN2B-AS1"
-0.540080335826487,0.23636400609738,0.334880796883063,"GUSBP17"
-0.461961047401304,0.519860700275763,0.620218616736981,"SIGLEC14"
-2.07249233526837,0.0030724315871603,0.0103636317237278,"TRV-CAC1-5"
-0.510072889785791,0.370776398880443,0.478754476956633,"NINJ2-AS1"
-0.247738558482292,0.257628209826669,0.35744338462038,"ACOT8"
-0.342399581943835,0.0299497152217981,0.0645261237276662,"ABI1"
-0.148262232340746,0.391410291191025,0.499481574253408,"GNPDA1"
-0.769288474192102,0.00097235823490651,0.00414700469400169,"ZBTB33"
-1.16149898223684,3.52356185214065e-05,0.000298037584653682,"SNHG8"
0.247330187308638,0.235763632602509,0.334200509204543,"GTF2IP4"
1.97403781867952,2.04517497346822e-07,5.97434650743432e-06,"CDH3"
-1.10444215424047,2.91529286277506e-06,4.45302975742564e-05,"TANK"
0.49873759818887,0.172163018252081,0.259571369199774,"FKBP6P1"
0.759550807172875,0.0114181492338084,0.0296843405891403,"POM121C"
-0.430107757994033,0.165176672698573,0.251015570391053,"PMS2P7"
-0.364213608232404,0.0220135409667125,0.0503270097758723,"ZSCAN30"
-0.619337032389895,0.0868873070681921,0.1508068996733,"H2BW3P"
-0.562289474042164,0.00498532156003395,0.0152634294459189,"MCTS2"
-0.628569040154906,0.0201274727181957,0.0469481533966584,"SRA1"
-0.456022438848306,0.321663272605003,0.427347143532573,"SNORD19B"
0.284271998122132,0.271985810566836,0.373638883236273,"UCKL1-AS1"
-2.1050437749399,0.00030797121826133,0.00165122466107328,"SNORD12B"
-1.0215908858731,0.000455336065421032,0.00226243835901782,"TMEM170B"
-2.45266132880512,0.00254961875802335,0.00893437833693898,"SNORD58C"
-1.80449670965403,0.0029959163044295,0.0101548229948962,"SCARNA27"
-0.661934160290176,0.0133473371713362,0.0336180394652225,"HOTAIR"
-0.559077457013121,0.109196827221464,0.180874188486,"ZGLP1"
-0.434634609384895,0.0735864913412263,0.132222630138065,"FAM86JP"
-0.40072401650748,0.516361130093841,0.616893485224687,"FMR1-AS1"
-1.90651224753867,0.140057271791228,0.219855354068763,NA
-1.75108568738309,0.00431831373968109,0.0136367802305719,NA
-1.65108785636476,0.0133109398284417,0.0335494059254876,NA
-2.66926658317205,0.00196478846247758,0.00724738424460992,NA
-0.265999222272992,0.681660843303155,0.758411343803136,"LEISA1"
0.356711985412355,0.121865398108524,0.197293491259845,"GHRLOS"
-0.349768903844487,0.289249997800569,0.392666229617766,NA
-1.11610863681723,8.52111966258225e-05,0.000592795714125093,"C8orf88"
-2.39985124136691,0.00684075914495858,0.0197080605680071,"WWTR1-AS1"
-2.5726211450512,0.00101607713518996,0.00429720248858229,"SMARCA5-AS1"
-0.102754082926787,0.79442639704416,0.84665722974229,"FAM229A"
-0.115455754013931,0.694771284031892,0.768387382166799,"UBE2Q2P13"
-1.53735996782758,0.00409532227799567,0.0130862022216413,"FHL1P1"
-0.778632700495093,0.000344475145123959,0.00180743800587217,"TMPO-AS1"
0.10082407684062,0.778409490266671,0.834385341407883,"DNM1P35"
-0.735552291450547,0.0746136113346809,0.133550277611598,"LOC100128288"
-0.0605993527478879,0.863446432619214,0.900061032509143,"DLG5-AS1"
0.293126065484671,0.147836947587949,0.229351747747596,NA
0.342570907737733,0.203634596694413,0.297167547932004,"LOC100128361"
1.04817212871659,0.221116425693476,0.317291053525187,"LINC00696"
-0.221798124470091,0.617504388261924,0.705579503654397,"ZNF606-AS1"
0.195064472045655,0.676986613887993,0.754368142137198,"LOC100128494"
0.154084512949455,0.688165603821766,0.763611114405738,"KIAA1671-AS1"
-1.45790129009318,0.021887455938364,0.0501487314631745,"RANBP3-DT"
1.52052588729415,1.1395195819086e-05,0.000125708906258171,"TEKTIP1"
0.952560728833266,0.162942625572005,0.248389964772531,NA
-0.257494778173016,0.50945173535353,0.610463717363282,"CDC42P3"
